Name,Time,Artist,Album,Genre,Plays,Album Artist,Release Date,Track Number,Last Played,Skips,Last Skipped,Date Added,Composer
Destiny,0:37,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,4 of 15,,,,4/6/2011 23:40:00,
History,1:42,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,5 of 15,,,,4/6/2011 23:40:00,
The Government Totally Sucks,1:35,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,6 of 15,,,,4/6/2011 23:40:00,
Master Exploder,2:25,Tenacious D,The Pick of Destiny,Pop,1,Tenacious D,11/11/2006,7 of 15,2/7/2014 15:50:00,,,4/6/2011 23:40:00,
The Divide,0:22,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,8 of 15,,,,4/6/2011 23:40:00,
Papagenu (He's My Sassafrass),2:24,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,9 of 15,,,,4/6/2011 23:40:00,
Dude (I Totally Miss You),2:54,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,10 of 15,,,,4/6/2011 23:40:00,
Break In-City (Storm the Gate!),1:22,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,11 of 15,,,,4/6/2011 23:40:00,
Car Chase City,2:42,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,12 of 15,,,,4/6/2011 23:40:00,
Beelzeboss (The Final Showdown),5:36,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,13 of 15,,,,4/6/2011 23:40:00,
Pod,2:32,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,14 of 15,,,,4/6/2011 23:40:00,
The Metal,2:46,Tenacious D,The Pick of Destiny,Pop,,Tenacious D,11/11/2006,15 of 15,,,,4/6/2011 23:40:00,
Rize of the Fenix,5:53,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,1 of 13,,,,1/8/2012 10:18:00,"Jack Black, John Kimbrough & Kyle Gass"
Low Hangin' Fruit,2:31,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,2 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Classical Teacher,3:23,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,3 of 13,,1,15/10/2013 1:00 PM,1/8/2012 10:18:00,
Señorita,3:08,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,4 of 13,,,,1/8/2012 10:18:00,"Jack Black, John Kimbrough & Kyle Gass"
Deth Starr,4:47,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,5 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Roadie,2:59,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,6 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Flutes & Trombones,1:28,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,7 of 13,,,,1/8/2012 10:18:00,"Bob Odenkirk, Jack Black & Kyle Gass"
The Ballad of Hollywood Jack and the Rage Kage,5:06,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,8 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Throw Down,2:57,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,9 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Rock Is Dead,1:44,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,10 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
They Fucked Our Asses,1:08,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,11 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
To Be the Best,1:00,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,12 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
39,5:16,Tenacious D,Rize of the Fenix,Rock,,Tenacious D,11/5/2012,13 of 13,,,,1/8/2012 10:18:00,Jack Black & Kyle Gass
Kielbasa,3:00,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,1 of 21,,,,5/6/2011 0:25:00,
One Note Song (Spoken Word),1:23,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,2 of 21,,,,5/6/2011 0:25:00,
Tribute,4:08,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,3 of 21,,,,5/6/2011 0:25:00,
Wonderboy,4:07,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,4 of 21,,,,5/6/2011 0:25:00,
Hard Fucking (Spoken Word),0:36,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,5 of 21,,,,5/6/2011 0:25:00,
Fuck Her Gently,2:04,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,6 of 21,,,,5/6/2011 0:25:00,
Explosivo,1:55,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,7 of 21,,,,5/6/2011 0:25:00,
Dio,1:42,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,8 of 21,,,,5/6/2011 0:25:00,
Inward Singing (Spoken Word),2:13,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,9 of 21,,,,5/6/2011 0:25:00,
Kyle Quit the Band,1:30,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,10 of 21,,,,5/6/2011 0:25:00,
The Road,2:19,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,11 of 21,,,,5/6/2011 0:25:00,
Cock Pushups (Spoken Word),0:48,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,12 of 21,,,,5/6/2011 0:25:00,
Lee,1:02,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,13 of 21,,,,5/6/2011 0:25:00,
Friendship Test (Spoken Word),1:31,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,14 of 21,,,,5/6/2011 0:25:00,
Friendship,2:00,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,15 of 21,,,,5/6/2011 0:25:00,
Karate Schnitzel (Spoken Word),0:36,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,16 of 21,,,,5/6/2011 0:25:00,
Karate,1:05,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,17 of 21,,,,5/6/2011 0:25:00,
Rock Your Socks,3:31,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,18 of 21,,,,5/6/2011 0:25:00,
Drive-Thru (Spoken Word),3:02,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,19 of 21,,,,5/6/2011 0:25:00,
Double Team,3:10,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,20 of 21,,,,5/6/2011 0:25:00,
Medley: City Hall / I Believe / Malibu Nights,9:03,Tenacious D,Tenacious D,Rock,,Tenacious D,25/09/2001,21 of 21,,,,5/6/2011 0:25:00,
I Don't Want Love,3:20,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,1 of 11,,,,17/04/2015 9:36 PM,
French Exit,4:04,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,2 of 11,,,,17/04/2015 9:36 PM,
Parentheses,3:26,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,3 of 11,,,,17/04/2015 9:36 PM,
No Widows,5:18,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,4 of 11,,,,17/04/2015 9:36 PM,
Rolled Together,4:38,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,5 of 11,,,,17/04/2015 9:36 PM,
Every Night My Teeth Are Falling Out,3:24,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,6 of 11,,,,17/04/2015 9:36 PM,
Tiptoe,2:22,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,7 of 11,,,,17/04/2015 9:36 PM,
Hounds,5:17,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,8 of 11,,,,17/04/2015 9:36 PM,
Corsicana,3:40,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,9 of 11,,,,17/04/2015 9:36 PM,
Putting the Dog to Sleep,5:48,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,10 of 11,,,,17/04/2015 9:36 PM,
Tongue Tied (Bonus Track),5:03,The Antlers,Burst Apart (Deluxe Version),Alternative,,The Antlers,10/5/2011,11 of 11,,,,17/04/2015 9:36 PM,
Jizz In My Pants,2:31,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,20 of 27,,,,14/09/2009 8:16 PM,
Just 2 Guyz,2:07,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,21 of 27,,,,14/09/2009 8:16 PM,
Lazy Sunday (feat. Chris Parnell),2:23,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,22 of 27,,,,14/09/2009 8:16 PM,
Ras Trent,2:09,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,23 of 27,,,,14/09/2009 8:16 PM,
Dick In a Box (feat. Justin Timberlake),2:44,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,24 of 27,,,,14/09/2009 8:16 PM,
We Like Sportz,2:06,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,25 of 27,,,,14/09/2009 8:16 PM,
Space Olympics,3:00,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,26 of 27,,,,14/09/2009 8:16 PM,
Bing Bong Brothers,1:12,The Lonely Island,Incredibad,Comedy,,The Lonely Island,10/2/2009,27 of 27,,,,14/09/2009 8:16 PM,
We're Back!,1:52,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,21 of 29,,,,1/8/2011 16:20:00,
I Just Had Sex (feat. Akon),2:51,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,22 of 29,,,,1/8/2011 16:20:00,
The Creep (feat. Nicki Minaj),2:40,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,23 of 29,,,,1/8/2011 16:20:00,
Motherlover (feat. Justin Timberlake),3:06,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,24 of 29,,1,7/2/2014 18:51:00,1/8/2011 16:20:00,
Shy Ronnie 2: Ronnie & Clyde (feat. Rihanna),2:52,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,25 of 29,,,,1/8/2011 16:20:00,
Threw It On the Ground,2:42,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,26 of 29,,,,1/8/2011 16:20:00,
We'll Kill U,2:06,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,27 of 29,,,,1/8/2011 16:20:00,
Reba (Two Worlds Collide) [feat. Kenan Thompson],2:24,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,28 of 29,,,,1/8/2011 16:20:00,
Great Day,2:17,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,29 of 29,,,,1/8/2011 16:20:00,
Hating Hollywood,3:26,Theory Of A Deadman,Gasoline,Rock,,,,1 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
No Way Out,3:29,Theory Of A Deadman,Gasoline,Rock,,,,2 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
No Surprise,3:40,Theory Of A Deadman,Gasoline,Rock,,,,3 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
Quiver,2:52,Theory Of A Deadman,Gasoline,Rock,,,,4 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
Santa Monica,4:07,Theory Of A Deadman,Gasoline,Rock,,,,5 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
Better Off,2:51,Theory Of A Deadman,Gasoline,Rock,,,,6 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, Dean Back, & David Brenner"
Say Goodbye,3:05,Theory Of A Deadman,Gasoline,Rock,,,,7 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, Dean Back, & David Brenner"
Hello Lonely (Walk Away From This),4:22,Theory Of A Deadman,Gasoline,Rock,,,,8 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, Dean Back, & David Brenner"
Me & My Girl,3:40,Theory Of A Deadman,Gasoline,Rock,,,,9 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
Since You've Been Gone,4:19,Theory Of A Deadman,Gasoline,Rock,,,,10 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, Dean Back, & David Brenner"
Hell Just Ain't The Same,1:05,Theory Of A Deadman,Gasoline,Rock,,,,11 of 13,,,,7/10/2013 16:13:00,Tyler Connolly
Save The Best For Last,4:15,Theory Of A Deadman,Gasoline,Rock,,,,12 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
In The Middle,3:36,Theory Of A Deadman,Gasoline,Rock,,,,13 of 13,,,,7/10/2013 16:13:00,"Tyler Connolly, David Brenner, Dean Back"
So Happy (Explicit),4:10,Theory of a Deadman,Scars and Souvenirs,Rock,,Theory of a Deadman,22/10/2008,1 of 13,,,,2/8/2008 17:14:00,
All or Nothing,3:31,Theory of a Deadman,Scars and Souvenirs,Rock,,Theory of a Deadman,22/10/2008,6 of 13,,,,2/8/2008 17:14:00,
Bad Girlfriend (Explicit),3:25,Theory of a Deadman,Scars and Souvenirs,Rock,,Theory of a Deadman,22/10/2008,8 of 13,,,,2/8/2008 17:14:00,
End of the Summer,4:01,Theory of a Deadman,Scars and Souvenirs,Rock,,Theory of a Deadman,22/10/2008,11 of 13,,,,2/8/2008 17:14:00,
Wait for Me,4:04,Theory of a Deadman,Scars and Souvenirs,Rock,,Theory of a Deadman,22/10/2008,12 of 13,,,,2/8/2008 17:14:00,
Nothing Could Come Between Us,3:25,Theory of a Deadman,Theory of a Deadman,Alternative,,Theory of a Deadman,17/09/2002,2 of 10,,,,2/8/2008 17:14:00,
Make Up Your Mind,4:02,Theory of a Deadman,Theory of a Deadman,Alternative,,Theory of a Deadman,17/09/2002,3 of 10,,,,2/8/2008 17:14:00,
How's It Going To Be,4:12,Third Eye Blind,Big Shiny Tunes 3,Alternative & Punk,,,,9 of 17,,,,7/10/2013 16:13:00,
She Blinded Me With Science,3:42,Thomas Dolby,The Best 80s Modern Rock Album... Ever! (Disc 2),Rock,,,,3 of 16,,,,7/10/2013 16:13:00,
Hold Me Now,4:46,The Thompson Twins,The Best 80s Modern Rock Album... Ever! (Disc 1),Rock,,,,9 of 16,,1,25/01/2014 2:01 PM,7/10/2013 16:13:00,
Just Like You,3:07,Three Days Grace,Three Days Grace,Pop,,Three Days Grace,22/09/2003,2 of 12,,,,2/8/2008 17:14:00,
I Hate Everything About You,3:51,Three Days Grace,Three Days Grace,Pop,,Three Days Grace,22/09/2003,3 of 12,,,,2/8/2008 17:14:00,
Liar,3:19,Three Dog Night,The Best Of 70's Rock (The Millennium Collection),Rock,,,,12 of 13,,,,7/10/2013 16:13:00,
Joy To The World,3:37,Three Dog Night,The Big Chill,Rock,,,,5 of 14,,,,7/10/2013 16:13:00,Hoyt Axton
Saving It Up,4:58,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,1 of 19,,,,1/6/2007 20:21:00,
Automaton,3:44,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,2 of 19,,,,1/6/2007 20:21:00,
Mechanical Live Wire,4:57,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,3 of 19,,,,1/6/2007 20:21:00,
Piramidé de la Luna,1:17,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,4 of 19,,,,1/6/2007 20:21:00,
I'm Suspecting Treason,2:39,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,5 of 19,,,,1/6/2007 20:21:00,
Nothingacre Part 1,1:26,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,6 of 19,,,,1/6/2007 20:21:00,
Nothingacre Part 2,4:19,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,7 of 19,,,,1/6/2007 20:21:00,
Excremental Intermission,2:05,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,8 of 19,,,,1/6/2007 20:21:00,
Excremental Intermission (Tribal Mix),2:55,Tim Halbert,Do Not Listen,Other,,,,9 of 20,,,,7/10/2013 16:13:00,
Richard Watson Was Here,3:16,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,9 of 19,,,,1/6/2007 20:21:00,
Study,1:52,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,10 of 19,,,,1/6/2007 20:21:00,
Underground Beijing,4:04,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,11 of 19,,,,1/6/2007 20:21:00,
Xyxyx,3:53,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,12 of 19,,,,1/6/2007 20:21:00,
Checking the Estimated Time of Arrival,2:27,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,13 of 19,,,,1/6/2007 20:21:00,
Only the Green Pen Works,3:41,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,14 of 19,,,,1/6/2007 20:21:00,
Checking the Estimated Time of Departure,1:12,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,15 of 19,,,,1/6/2007 20:21:00,
Kettlefish,4:23,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,16 of 19,,,,1/6/2007 20:21:00,
Looks Like You've Played Here Before,3:37,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,17 of 19,,,,1/6/2007 20:21:00,
Été Renversé,4:17,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,18 of 19,,,,1/6/2007 20:21:00,
Avalanche,4:06,Tim Halbert,Do Not Listen,New Age,,Tim Halbert,28/12/2006,19 of 19,,,,1/6/2007 20:21:00,
Bambi,2:46,Tokyo Police Club,Champ,Rock,1,Tokyo Police Club,8/6/2010,5 of 11,11/10/2013 14:39:00,,,13/02/2011 11:14 AM,
Square One,3:23,Tom Petty,Elizabethtown,Soundtrack,,,,14 of 15,,,,7/10/2013 16:13:00,
It'll All Work Out,3:45,Tom Petty & The Heartbreakers,Elizabethtown,Soundtrack,,,,2 of 15,,,,7/10/2013 16:13:00,
American Girl,3:32,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,1 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Breakdown,2:43,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,2 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Listen To Her Heart,3:03,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,3 of 18,,,,7/10/2013 16:13:00,Heartbreakers
I Need To Know,2:23,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,4 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Refugee,3:22,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,5 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Don't Do Me Like That,2:43,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,6 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Even The Losers,3:39,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,7 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Here Comes My Girl,4:25,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,8 of 18,,,,7/10/2013 16:13:00,Heartbreakers
The Waiting,3:59,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,9 of 18,,,,7/10/2013 16:13:00,Heartbreakers
You Got Lucky,3:36,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,10 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Don't Come Around Here No More,5:04,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,11 of 18,,,,7/10/2013 16:13:00,Heartbreakers
I Won't Back Down,2:57,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,12 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Runnin' Down A Dream,4:23,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,13 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Free Fallin',4:16,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,14 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Learning To Fly,4:02,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,15 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Into The Great Wide Open,3:44,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,16 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Mary Jane's Last Dance,4:34,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,17 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Something In The Air,3:17,Tom Petty & The Heartbreakers,Greatest Hits,Rock,,,,18 of 18,,,,7/10/2013 16:13:00,Heartbreakers
Crossroads,4:14,Tracy Chapman,Crossroads,Folk,,,,1 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Bridges,5:27,Tracy Chapman,Crossroads,Folk,,,,2 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Freedom Now,4:05,Tracy Chapman,Crossroads,Folk,,,,3 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Material World,3:05,Tracy Chapman,Crossroads,Folk,,,,4 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Be Careful Of My Heart,4:42,Tracy Chapman,Crossroads,Folk,,,,5 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Subcity,5:15,Tracy Chapman,Crossroads,Folk,,,,6 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
Born To Fight,2:50,Tracy Chapman,Crossroads,Folk,,,,7 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
A Hundred Years,4:23,Tracy Chapman,Crossroads,Folk,,,,8 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
This Time,3:44,Tracy Chapman,Crossroads,Folk,,,,9 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
All That You Have Is Your Soul,5:16,Tracy Chapman,Crossroads,Folk,,,,10 of 10,,,,7/10/2013 16:13:00,Tracy Chapman
"Grace, Too",5:35,The Tragically Hip,Day For Night,Rock,,,,1 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Daredevil,3:47,The Tragically Hip,Day For Night,Rock,,,,2 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Greasy Jungle,4:27,The Tragically Hip,Day For Night,Rock,,,,3 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Yawning Or Snarling,4:55,The Tragically Hip,Day For Night,Rock,,,,4 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Fire In The Hole,3:16,The Tragically Hip,Day For Night,Rock,,,,5 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
So Hard Done By,3:30,The Tragically Hip,Day For Night,Rock,,,,6 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Nautical Disaster,4:43,The Tragically Hip,Day For Night,Rock,,,,7 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Thugs,4:44,The Tragically Hip,Day For Night,Rock,,,,8 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Inevitability Of Death,3:53,The Tragically Hip,Day For Night,Rock,,,,9 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Scared,5:08,The Tragically Hip,Day For Night,Rock,,,,10 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
An Inch An Hour,3:22,The Tragically Hip,Day For Night,Rock,,,,11 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Emergency,3:35,The Tragically Hip,Day For Night,Rock,,,,12 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Titanic Terrarium,4:34,The Tragically Hip,Day For Night,Rock,,,,13 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Impossibilium,4:06,The Tragically Hip,Day For Night,Rock,,,,14 of 14,,,,7/10/2013 16:13:00,The Tragically Hip
Courage (For Hugh Maclennan),4:27,The Tragically Hip,Fully Completely,Rock,,,,1 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Looking For A Place To Happen,4:18,The Tragically Hip,Fully Completely,Rock,,,,2 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
At The Hundredth Meridian,3:21,The Tragically Hip,Fully Completely,Rock,,,,3 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Pigeon Camera,4:34,The Tragically Hip,Fully Completely,Rock,,,,4 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Lionized,3:21,The Tragically Hip,Fully Completely,Rock,,,,5 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Locked In The Trunk Of A Car,4:42,The Tragically Hip,Fully Completely,Rock,,,,6 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
We'll Go Too,3:24,The Tragically Hip,Fully Completely,Rock,,,,7 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Fully Completely,3:31,The Tragically Hip,Fully Completely,Rock,,,,8 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Fifty-Mission Cap,4:10,The Tragically Hip,Fully Completely,Rock,,,,9 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Wheat Kings,4:19,The Tragically Hip,Fully Completely,Rock,,,,10 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
The Wherewithal,2:55,The Tragically Hip,Fully Completely,Rock,,,,11 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Eldorado,3:47,The Tragically Hip,Fully Completely,Rock,,,,12 of 12,,,,7/10/2013 16:13:00,"Bobby Baker, Gord Sinclair, Gordon Downie & John Fay"
Vaccination Scar,2:57,The Tragically Hip,In Between Evolution,Rock,,,,4 of 13,,,,7/10/2013 16:13:00,Tragically Hip
It Can't Be Nashville Every Night,2:55,The Tragically Hip,In Between Evolution,Rock,,,,5 of 13,,,,7/10/2013 16:13:00,Tragically Hip
